"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not","YOUTH","english_ablitity_speak","english_ablitity_reading","Gender","Background_Asian"
"2191",1,0,1,1,0,"My chances of voting are less than 50-50","Very often","Interested","(2) No",1961,1983,"(18) vietnamese","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2192",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1945,1993,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2193",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Not at all Interested","(1) Yes",1939,1977,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Vietnamese"
"2194",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1970,1975,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Vietnamese"
"2195",0,0,0,1,1,"My chances of voting are 50-50","Somewhat often","Somewhat Interested","(1) Yes",1975,1993,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Female","Vietnamese"
"2196",1,0,0,1,0,"I will not vote this year","Not at all","Not at all Interested","(1) Yes",1938,1993,"(18) vietnamese","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(4) Very well","Male","Vietnamese"
"2197",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Not at all Interested","(1) Yes",1949,1982,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Male","Vietnamese"
"2198",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Not at all Interested","(1) Yes",1957,1998,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Vietnamese"
"2199",1,0,0,1,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1955,1987,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2200",0,0,0,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(1) Yes",1953,1992,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2201",1,0,0,1,1,"I am absolutely certain I will vote","Not too often","Not at all Interested","(1) Yes",1942,1991,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2202",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Not at all Interested","(1) Yes",1957,1996,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Female","Vietnamese"
"2203",0,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1975,1994,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Vietnamese"
"2204",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1947,1980,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2205",1,0,0,1,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1933,1999,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Vietnamese"
"2206",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(2) No",1952,1987,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2207",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1957,1978,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2208",0,0,0,1,0,"I will not vote this year","Not too often","Interested","(1) Yes",1955,1994,"(18) vietnamese","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2209",0,0,0,1,0,"I am absolutely certain I will vote","Very often","Somewhat Interested","(2) No",1947,1986,"(18) vietnamese","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2210",1,0,0,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(1) Yes",1939,1993,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2211",0,0,0,1,1,"I am absolutely certain I will vote","Very often","Interested","(1) Yes",1941,1996,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2212",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Not at all Interested","(1) Yes",1955,1988,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2213",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1973,1979,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2214",0,1,NA,0,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1989,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Filipino"
"2215",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1970,1990,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2216",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Not at all Interested","(1) Yes",1969,1994,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Vietnamese"
"2217",0,0,0,1,1,"I am pretty likely to vote","Very often","Somewhat Interested","(1) Yes",1940,1989,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2218",0,0,1,1,1,NA,"Somewhat often","Somewhat Interested","(2) No",1933,1975,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2219",0,0,0,1,0,NA,"Very often","Very Interested","(2) No",1966,2005,"(18) vietnamese","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Vietnamese"
"2220",0,0,0,1,1,"I am absolutely certain I will vote","Very often","Interested","(2) No",1942,1995,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(1) Not at all","Female","Vietnamese"
"2221",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Not at all Interested","(1) Yes",1957,1979,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2222",0,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1948,1992,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2223",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(1) Yes",1951,1975,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2224",1,0,0,1,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1945,1995,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2225",0,0,0,1,0,"I will not vote this year","Very often","Very Interested","(2) No",1973,2005,"(18) vietnamese","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2226",0,0,0,1,1,"My chances of voting are less than 50-50","Very often","Interested","(1) Yes",1944,1994,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2227",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1961,1980,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2228",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1971,1975,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Vietnamese"
"2229",1,1,NA,0,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1991,NA,"(18) vietnamese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Vietnamese"
"2230",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1951,1985,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2231",1,1,0,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(2) No",1980,2001,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2232",0,0,1,1,1,"My chances of voting are less than 50-50","Somewhat often","Interested","(1) Yes",1951,1980,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Vietnamese"
"2233",1,0,0,1,0,"My chances of voting are 50-50","Not at all","Not at all Interested","(2) No",1975,1991,"(18) vietnamese","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Vietnamese"
"2234",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1960,1980,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2235",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Interested","(2) No",1960,1975,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Female","Vietnamese"
"2236",0,0,0,1,1,"My chances of voting are less than 50-50","Somewhat often","Somewhat Interested","(2) No",1966,1992,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2237",1,0,0,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(1) Yes",1942,1997,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2238",1,0,0,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1963,1991,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2239",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1969,1985,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Vietnamese"
"2240",0,0,0,1,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1965,1999,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2241",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1944,1983,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2242",1,0,0,1,1,"My chances of voting are 50-50","Very often","Interested","(1) Yes",1964,1992,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2243",1,1,0,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1982,2000,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Vietnamese"
"2244",1,0,0,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(1) Yes",1970,1991,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2245",0,1,0,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1989,2012,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(3) Pretty well","(3) Pretty well","Female","Vietnamese"
"2246",1,0,1,1,1,"I am pretty likely to vote","Very often","Interested","(1) Yes",1944,1981,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2247",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1960,1990,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Vietnamese"
"2248",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(1) Yes",1937,1975,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Vietnamese"
"2249",0,0,0,1,1,"My chances of voting are less than 50-50","Somewhat often","Very Interested","(1) Yes",1971,1999,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2250",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1964,1975,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Vietnamese"
"2251",1,1,0,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1982,1991,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(4) Very well","(4) Very well","Male","Vietnamese"
"2252",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1976,1993,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2253",0,1,0,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1990,1992,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Vietnamese"
"2254",1,0,0,1,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1976,2006,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2255",0,1,0,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1985,1992,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Vietnamese"
"2256",0,0,1,1,1,"I will not vote this year","Very often","Interested","(1) Yes",1940,1975,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2257",1,1,0,1,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1991,2008,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2258",0,1,0,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1987,1992,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(4) Very well","(4) Very well","Female","Vietnamese"
"2259",1,1,0,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(1) Yes",1982,1990,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(4) Very well","(4) Very well","Male","Vietnamese"
"2260",1,1,NA,0,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1992,NA,"(18) vietnamese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Vietnamese"
"2261",0,1,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1986,1979,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Vietnamese"
"2262",0,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1989,NA,"(18) vietnamese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Vietnamese"
"2263",1,0,0,1,1,"My chances of voting are 50-50","Very often","Interested","(2) No",1957,1998,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2264",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Interested","(1) Yes",1958,1980,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2265",0,1,0,1,1,"My chances of voting are 50-50","Somewhat often","Interested","(1) Yes",1981,1999,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(4) Very well","(4) Very well","Female","Vietnamese"
"2266",0,1,0,1,0,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1982,1989,"(18) vietnamese","(1) Citizen","Not Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Vietnamese"
"2267",0,0,0,1,1,"I am absolutely certain I will vote","Very often","Interested","(1) Yes",1957,1998,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2268",0,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1956,1997,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2269",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1965,1980,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2270",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1960,1991,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Vietnamese"
"2271",1,0,0,1,1,"I am pretty likely to vote","Very often","Interested","(1) Yes",1956,2007,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2272",0,0,1,1,1,"I will not vote this year","Very often","Somewhat Interested","(1) Yes",1941,1981,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Vietnamese"
"2273",0,0,0,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(2) No",1972,1990,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(3) Pretty well","Female","Vietnamese"
"2274",0,1,0,1,1,"My chances of voting are 50-50","Very often","Somewhat Interested","(2) No",1956,1997,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(3) Pretty well","(3) Pretty well","Female","Vietnamese"
"2275",0,1,NA,0,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1991,NA,"(13) chinese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Chinese"
"2276",1,1,NA,0,1,"I am absolutely certain I will vote","Very often","Not at all Interested","(1) Yes",1987,NA,"(18) vietnamese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth","(3) Pretty well","(3) Pretty well","Male","Vietnamese"
"2277",0,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1992,NA,"(18) vietnamese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Vietnamese"
"2278",0,1,0,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(1) Yes",1983,2007,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(4) Very well","(4) Very well","Female","Vietnamese"
"2279",1,1,1,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1980,1980,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Vietnamese"
"2280",0,1,NA,0,0,"My chances of voting are 50-50","Not at all","Not at all Interested","(2) No",1986,NA,"(18) vietnamese","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Vietnamese"
"2281",0,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(2) No",1990,NA,"(18) vietnamese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Vietnamese"
"2282",0,1,0,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1991,1994,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Female","Vietnamese"
"2283",1,1,NA,0,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1984,NA,"(18) vietnamese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Vietnamese"
"2284",1,1,0,1,1,"My chances of voting are 50-50","Somewhat often","Interested","(1) Yes",1983,2000,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(2) Just a little","(2) Just a little","Male","Vietnamese"
"2285",1,1,NA,0,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1989,NA,"(18) vietnamese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth","(4) Very well","(4) Very well","Male","Vietnamese"
"2286",0,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Not at all Interested","(1) Yes",1990,NA,"(18) vietnamese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth","(4) Very well","(4) Very well","Female","Vietnamese"
"2287",0,1,0,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1983,2006,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(4) Very well","(4) Very well","Female","Vietnamese"
"2288",1,1,NA,0,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1992,NA,"(18) vietnamese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Vietnamese"
"2289",0,1,0,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(1) Yes",1982,1994,"(18) vietnamese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(3) Pretty well","(3) Pretty well","Female","Vietnamese"
"2290",0,1,NA,0,0,"I will not vote this year","Not at all","Not at all Interested","(2) No",1989,NA,"(18) vietnamese","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Vietnamese"
"2291",1,1,NA,0,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(2) No",1987,NA,"(18) vietnamese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth","(4) Very well","(4) Very well","Male","Vietnamese"
"2292",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1973,1984,"(13) chinese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Chinese"
"2293",0,0,NA,0,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1963,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Filipino"
"2294",1,0,NA,0,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1976,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Filipino"
"2295",1,0,NA,0,0,"I will not vote this year","Not too often","Somewhat Interested","(1) Yes",1980,NA,"(13) chinese","(1) Citizen","Not Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Chinese"
"2296",0,1,NA,0,0,"I will not vote this year",NA,"Not at all Interested","(2) No",1989,NA,"(03) White","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Chinese"
"2297",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Interested","(1) Yes",1963,1970,"(02) NHPI","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Filipino"
"2298",1,0,NA,0,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1967,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Filipino"
"2299",1,0,NA,0,1,"My chances of voting are 50-50","Not at all","Somewhat Interested","(1) Yes",1951,NA,"(13) chinese","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Chinese"
"2300",1,1,NA,0,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1983,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Japanese"
"2301",1,1,0,1,1,"I am pretty likely to vote","Not too often","Somewhat Interested","(1) Yes",1995,2003,"(13) chinese","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Chinese"
"2302",0,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1987,NA,"(03) White","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Korean"
