"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not"
"2535",0,0,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1962,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2536",1,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1990,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2537",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1970,1984,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2538",1,0,1,0,0,"I am pretty likely to vote","Somewhat often","(3) Interested","(2) No",1950,1975,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2539",0,0,0,0,0,"I am pretty likely to vote","Not at all","(2) Somewhat interested","(1) Yes",1977,2001,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2540",0,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1995,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2541",1,1,NA,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1996,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2542",0,1,0,0,0,"I am pretty likely to vote","Somewhat often","(1) Not at all interested","(2) No",1979,2009,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2543",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1965,1987,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2544",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1961,1969,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2545",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1945,1971,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2546",1,1,0,0,0,"My chances of voting are 50-50","Not too often","(2) Somewhat interested","(1) Yes",1996,1999,"(11) asnindian","(1) Citizen","Not Registered","Foreign Born Citizen"
"2547",1,1,0,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1967,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2548",1,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1941,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2549",0,1,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1970,1974,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2550",1,0,1,0,0,"My chances of voting are 50-50","Somewhat often","(3) Interested","(1) Yes",1938,1970,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2551",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1965,1987,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2552",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1951,1978,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2553",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(2) No",1955,1978,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2554",0,0,0,0,0,NA,"Very often","(4) Very interested","(1) Yes",1973,1995,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2555",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1969,1991,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2556",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(2) No",1946,1975,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2557",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1967,1972,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2558",0,0,0,0,0,"My chances of voting are 50-50","Not too often","(1) Not at all interested","(1) Yes",1969,1993,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2559",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1978,1978,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2560",1,1,0,0,NA,NA,"Somewhat often","(2) Somewhat interested","(1) Yes",1997,2015,"(11) asnindian","(0) Not a citizen",NA,"Foreign Born Citizen"
"2561",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1946,1969,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2562",1,0,1,0,0,NA,"Not too often","(2) Somewhat interested","(1) Yes",1935,1973,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2563",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1952,1971,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2564",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1930,1980,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2565",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1963,1988,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2566",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1936,1960,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2567",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(2) No",1953,1980,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2568",0,1,0,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1960,1987,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2569",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1962,1986,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2570",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1963,1987,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2571",1,0,NA,0,0,"I am pretty likely to vote","Not at all","(3) Interested","(1) Yes",1969,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2572",1,1,0,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1970,2001,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2573",1,0,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1971,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2574",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1933,1971,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2575",1,0,0,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1967,2002,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2576",0,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1989,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2577",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1956,1978,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2578",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1973,1998,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2579",1,0,1,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(2) No",1965,1978,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2580",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1955,1981,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2581",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(1) Yes",1948,1973,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2582",1,0,0,0,0,"I am pretty likely to vote","Not too often","(3) Interested","(1) Yes",1961,1989,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2583",0,1,0,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1991,1997,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2584",0,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(2) No",1965,1996,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2585",1,1,0,0,0,"My chances of voting are 50-50","Not too often","(2) Somewhat interested","(1) Yes",1995,2008,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2586",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1944,1968,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2587",0,1,0,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1990,1991,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2588",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1959,1975,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2589",1,1,0,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(1) Yes",1995,1999,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2590",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(2) No",1948,1918,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2591",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1960,1984,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2592",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1958,1984,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2593",0,1,0,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1982,2006,"(11) asnindian","(1) Citizen","Not Registered","Foreign Born Citizen"
"2594",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1939,1975,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2595",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1952,2003,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2596",1,1,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1997,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2597",1,0,1,0,0,"My chances of voting are less than 50-50","Not at all","(3) Interested","(1) Yes",1949,1972,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2598",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1956,1989,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2599",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(2) No",1947,1981,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2600",1,1,0,0,0,"My chances of voting are 50-50","Not at all","(1) Not at all interested","(2) No",1959,1991,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2601",0,0,0,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1970,1993,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2602",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1933,1997,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2603",1,1,1,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(1) Yes",1940,1965,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2604",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1955,1986,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2605",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1965,1993,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2606",1,0,0,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1965,1991,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2607",0,0,1,0,0,NA,"Not at all","(1) Not at all interested","(2) No",1943,1985,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2608",0,1,0,0,0,"I will not vote this year","Somewhat often","(4) Very interested","(1) Yes",1990,2004,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2609",1,0,0,0,0,"My chances of voting are less than 50-50","Very often","(4) Very interested","(1) Yes",1969,1994,"(11) asnindian","(1) Citizen","Not Registered","Foreign Born Citizen"
"2610",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1945,1978,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2611",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(1) Yes",1967,1978,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2612",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1956,NA,"(04) Black","(1) Citizen","Yes, Registered","Native Born Citizen"
"2613",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1938,1972,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2614",1,0,NA,0,0,"I will not vote this year","Not at all","(1) Not at all interested","(2) No",1962,NA,"(11) asnindian","(1) Citizen","Not Registered","Native Born Citizen"
"2615",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1953,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2616",1,0,0,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1973,1996,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2617",0,0,0,0,NA,NA,"Not too often","(2) Somewhat interested","(1) Yes",1936,1996,"(11) asnindian","(0) Not a citizen",NA,"Foreign Born Citizen"
"2618",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(1) Yes",1949,1969,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2619",0,1,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1980,1983,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2620",0,1,1,0,0,NA,"Not at all","(2) Somewhat interested","(1) Yes",1952,1984,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2621",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(1) Yes",1952,1983,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2622",0,1,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1992,1994,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2623",1,1,0,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1961,1986,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2624",1,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1977,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2625",1,0,1,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1937,1968,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2626",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1942,1971,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2627",0,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1974,2001,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2628",1,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1977,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2629",1,1,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1982,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2630",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(1) Not at all interested","(1) Yes",1957,1983,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2631",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1958,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2632",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1964,1978,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2633",1,0,0,0,0,"My chances of voting are 50-50","Somewhat often","(1) Not at all interested","(1) Yes",1956,1997,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2634",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1933,1971,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2635",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1931,1968,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2636",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1939,1959,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2637",0,0,NA,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(2) No",1966,NA,"(11) asnindian","(1) Citizen","Not Sure Currently Registered","Foreign Born Citizen"
"2638",0,0,0,0,0,NA,"Not too often",NA,"(1) Yes",1975,1998,"(11) asnindian","(1) Citizen","Not Registered","Foreign Born Citizen"
"2639",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1954,1983,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2640",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1934,1967,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2641",1,0,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(2) No",1970,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2642",1,0,0,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(1) Yes",1956,1986,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2643",1,0,1,0,0,NA,"Not at all","(1) Not at all interested","(2) No",1963,1984,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2644",0,0,0,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(2) No",1967,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2645",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1962,1986,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2646",0,0,0,0,NA,NA,"Very often","(4) Very interested","(1) Yes",1962,2007,"(11) asnindian","(0) Not a citizen",NA,"Foreign Born Citizen"
"2647",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1970,1995,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2648",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1966,1969,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2649",1,0,0,0,NA,NA,"Not too often","(1) Not at all interested","(1) Yes",1943,1989,"(11) asnindian","(0) Not a citizen",NA,"Foreign Born Citizen"
"2650",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1967,1999,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2651",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested",NA,1949,1972,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2652",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(1) Not at all interested","(1) Yes",1959,1983,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2653",1,1,0,0,0,"My chances of voting are 50-50","Not at all","(4) Very interested","(2) No",1985,1997,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2654",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1953,1982,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2655",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1953,1984,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2656",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1947,1975,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2657",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1961,1981,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2658",1,1,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1991,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2659",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1944,1980,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2660",0,0,0,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(1) Yes",1960,2000,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2661",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(1) Yes",1964,1970,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2662",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1945,1972,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2663",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1958,1989,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2664",1,1,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1984,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2665",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1945,1994,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2666",1,1,0,0,0,"I am pretty likely to vote","Not too often","(3) Interested","(1) Yes",1974,1998,"(11) asnindian","(1) Citizen","Not Sure Currently Registered","Foreign Born Citizen"
"2667",1,1,0,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(2) No",1986,2005,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2668",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1975,1984,"(11) asnindian","(1) Citizen","Not Sure Currently Registered","Foreign Born Citizen"
"2669",0,0,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1968,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2670",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1960,1979,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2671",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1944,1970,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2672",1,0,1,0,0,"My chances of voting are less than 50-50","Not too often","(1) Not at all interested","(1) Yes",1969,1977,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2673",1,0,0,0,0,"My chances of voting are 50-50","Somewhat often","(2) Somewhat interested","(1) Yes",1955,1992,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2674",1,0,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1975,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2675",1,0,0,0,0,"My chances of voting are 50-50","Not at all","(1) Not at all interested","(2) No",1941,1996,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2676",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1967,1994,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2677",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1975,2002,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2678",1,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1970,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2679",0,0,1,0,0,"My chances of voting are less than 50-50","Not too often","(3) Interested","(1) Yes",1968,1982,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2680",1,0,1,0,0,"I am absolutely certain I will vote",NA,"(3) Interested","(2) No",1950,1972,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2681",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1967,1990,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2682",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1929,1980,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2683",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1941,1970,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2684",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1954,1976,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"2685",0,1,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(2) No",1990,NA,"(11) asnindian","(1) Citizen","Yes, Registered","Native Born Citizen"
"2686",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1957,1982,"(11) asnindian","(1) Citizen","Yes, Registered","Foreign Born Citizen"
